,2B,3B,HR,H,PA,BB,HBP,SF,G,AB,R,TB,RBI,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,SAC,XBH,GDP,GO,AO,GOAO,NP,score,result
5796,39,0,44,103,217,115,19,2,58,217,140,274,25,64,18,3,0.475,0.653,1.263,1.916,5,14,83,22,92,215,0.428,1949,3.3846097354279134,2
5795,7,10,41,182,582,56,11,3,12,582,112,332,60,150,41,0,0.313,0.371,0.57,0.941,19,14,58,10,61,17,3.588,1757,3.385100109917934,2
5794,53,12,23,130,188,40,4,9,79,188,85,276,76,47,43,10,0.691,0.717,1.468,2.185,15,9,88,8,11,8,1.375,3271,3.385167052102921,2
5793,56,1,1,204,436,11,26,13,141,436,99,265,115,149,27,1,0.468,0.467,0.608,1.075,17,0,58,20,176,27,6.519,1594,3.385236409678123,2
5792,16,19,30,188,501,34,19,6,48,501,17,332,77,115,4,0,0.375,0.41,0.663,1.073,28,8,65,27,9,200,0.045,1640,3.3852647826533144,2
5791,11,19,15,199,394,37,38,1,50,394,130,293,58,80,9,3,0.505,0.546,0.744,1.29,1,14,45,6,42,205,0.205,1619,3.385297343727325,2
5790,0,9,8,209,548,89,22,10,96,548,74,251,81,7,9,0,0.381,0.461,0.458,0.919,18,14,17,9,196,208,0.942,846,3.385791172198897,2
5789,59,17,11,141,313,36,11,6,2,313,116,267,78,64,11,5,0.45,0.499,0.853,1.352,25,7,87,21,153,95,1.611,3285,3.385956661462577,2
5788,46,5,36,210,218,43,9,10,21,218,16,374,98,164,17,2,0.963,0.934,1.716,2.65,0,7,87,24,91,5,18.2,48,3.386071533007284,2
5799,5,0,48,120,578,76,26,14,97,578,8,269,130,186,28,4,0.208,0.293,0.465,0.758,18,3,53,3,14,192,0.073,804,3.3842949617766633,2
5809,11,7,43,90,636,116,0,13,28,636,109,244,45,162,7,1,0.142,0.269,0.384,0.653,29,14,61,10,76,28,2.714,1269,3.382054196123283,2
5810,17,0,34,253,408,57,19,4,11,408,147,372,59,143,1,2,0.62,0.661,0.912,1.573,27,6,51,13,22,179,0.123,1096,3.3818745496683533,2
5562,58,1,8,202,509,77,17,4,83,509,105,286,48,180,14,5,0.397,0.473,0.562,1.035,21,13,67,23,177,50,3.54,2703,3.42423536932585,2
5834,53,1,22,219,591,34,25,5,59,591,14,340,106,9,40,8,0.371,0.402,0.575,0.977,0,8,76,30,120,96,1.25,2383,3.377131147867066,2
5833,53,3,58,146,433,0,31,9,53,433,104,379,54,184,1,2,0.337,0.33,0.875,1.205,5,2,114,10,127,174,0.73,1069,3.3771647347246057,2
5832,33,1,27,128,393,58,28,9,130,393,135,244,74,63,22,5,0.326,0.404,0.621,1.025,10,11,61,0,18,72,0.25,1199,3.3772323486484734,2
5831,36,6,37,142,350,110,22,2,55,350,84,301,12,27,33,4,0.406,0.545,0.86,1.405,15,12,79,28,195,64,3.047,2120,3.377566726423079,2
5830,6,17,34,112,583,78,16,5,36,583,50,254,80,7,25,0,0.192,0.285,0.436,0.721,7,12,57,8,76,167,0.455,1519,3.3775837879567057,2
5554,30,15,33,170,235,59,9,2,28,235,143,329,21,106,40,4,0.723,0.774,1.4,2.174,1,13,78,4,166,206,0.806,313,3.425263611328366,2
5555,16,19,2,259,402,104,30,11,58,402,28,319,12,31,7,9,0.644,0.702,0.794,1.496,1,5,37,5,102,91,1.121,1428,3.4249835479496955,2
5829,22,12,38,183,414,1,10,1,160,414,103,343,37,14,17,0,0.442,0.442,0.829,1.271,2,3,72,19,164,182,0.901,1093,3.377665157367932,2
5556,22,17,18,138,493,30,11,8,89,493,109,248,88,3,23,6,0.28,0.316,0.503,0.819,20,5,57,6,4,60,0.067,2666,3.4245523544613077,2
5558,32,9,12,99,389,93,25,3,65,389,143,185,86,117,6,4,0.254,0.396,0.476,0.872,11,3,53,14,152,116,1.31,3068,3.424357726226645,2
5828,18,14,1,232,420,5,18,3,100,420,135,281,100,197,38,10,0.552,0.554,0.669,1.223,9,10,33,28,14,86,0.163,434,3.377826324450599,2
5559,34,5,31,133,621,80,38,3,31,621,66,270,88,45,19,5,0.214,0.303,0.435,0.738,22,1,70,12,35,109,0.321,288,3.424320476847348,2
5827,24,5,21,221,341,61,17,1,86,341,20,318,106,37,36,3,0.648,0.7,0.933,1.633,14,8,50,18,181,197,0.919,447,3.3782001239665442,2
5560,14,8,33,240,357,21,33,0,86,357,86,369,77,102,47,7,0.672,0.69,1.034,1.724,13,7,55,28,82,171,0.48,428,3.424295500890976,2
5561,15,20,34,104,289,30,29,9,159,289,125,261,30,142,46,1,0.36,0.409,0.903,1.312,24,9,69,3,160,200,0.8,913,3.4242825061347837,2
5826,29,10,47,243,340,11,31,5,19,340,33,433,65,169,47,6,0.715,0.713,1.274,1.987,2,5,86,26,143,67,2.134,2908,3.37880980784299,2
5825,5,7,27,231,717,8,34,11,93,717,136,331,69,80,42,10,0.322,0.325,0.462,0.787,21,0,39,24,158,69,2.29,3030,3.378990310696622,2
5823,38,2,41,161,535,20,32,15,76,535,60,326,99,173,46,0,0.301,0.318,0.609,0.927,15,4,81,24,25,100,0.25,2649,3.3791818586109237,2
5822,1,15,20,69,246,88,37,11,144,246,70,160,107,90,46,4,0.28,0.455,0.65,1.105,15,12,36,22,93,13,7.154,2606,3.3791829590003557,2
5821,52,7,11,178,506,46,34,0,121,506,26,277,85,78,0,8,0.352,0.406,0.547,0.953,9,11,70,11,18,20,0.9,2209,3.379338858405114,2
5820,43,16,41,130,484,41,31,0,130,484,18,328,10,147,37,7,0.269,0.326,0.678,1.004,26,7,100,11,45,72,0.625,137,3.3798418189989574,2
5818,47,5,31,238,344,37,11,15,120,344,79,388,0,34,43,4,0.692,0.694,1.128,1.822,11,9,83,19,43,120,0.358,723,3.380287933217227,2
5817,54,16,29,152,556,2,40,7,3,556,128,325,48,16,49,0,0.273,0.273,0.585,0.858,23,14,99,29,122,61,2.0,731,3.3804043832014123,2
5816,7,13,28,222,409,30,40,5,132,409,21,339,72,120,21,6,0.543,0.568,0.829,1.397,17,14,48,8,33,25,1.32,925,3.3806596729705687,2
5815,8,0,41,187,727,56,26,3,129,727,9,318,98,155,23,7,0.257,0.309,0.437,0.746,17,3,49,4,2,117,0.017,1660,3.380914140609654,2
5814,33,2,17,178,212,95,38,11,107,212,31,266,91,15,47,0,0.84,0.858,1.255,2.113,0,11,52,28,138,205,0.673,2579,3.3809180387197943,2
5813,44,4,15,187,324,117,37,7,99,324,85,284,1,183,33,7,0.577,0.679,0.877,1.556,28,9,63,0,165,84,1.964,2475,3.3812547069385883,2
5812,0,7,18,179,748,75,37,2,62,748,134,247,77,11,16,5,0.239,0.308,0.33,0.638,21,8,25,16,112,122,0.918,1545,3.381737371358681,2
5811,24,3,25,156,297,51,27,10,96,297,81,261,125,85,7,10,0.525,0.578,0.879,1.457,28,11,52,19,114,98,1.163,3086,3.381849874275656,2
5571,27,18,31,106,116,41,26,12,137,116,103,262,47,87,39,2,0.914,0.87,2.259,3.129,11,12,76,22,178,100,1.78,852,3.4222498266584016,2
5736,3,4,47,184,451,78,23,11,86,451,50,336,59,50,45,6,0.408,0.485,0.745,1.23,21,5,54,30,146,128,1.141,920,3.3954037459786965,2
5787,35,9,11,171,641,75,11,15,63,641,96,257,53,40,34,0,0.267,0.337,0.401,0.738,14,5,55,23,58,49,1.184,2998,3.386211269362163,2
5783,19,9,50,99,137,89,19,5,108,137,22,286,68,50,31,1,0.723,0.814,2.088,2.902,11,14,78,15,18,21,0.857,881,3.3863154660663652,2
5583,46,7,23,260,704,14,39,6,22,704,116,389,34,1,50,8,0.369,0.378,0.553,0.931,6,14,76,2,93,154,0.604,1351,3.419929207914327,2
5584,20,8,56,118,280,42,31,9,53,280,77,322,89,24,2,1,0.421,0.483,1.15,1.633,3,6,84,14,89,52,1.712,2461,3.4193663403695576,2
5758,33,15,51,180,429,10,13,4,120,429,35,396,12,59,2,9,0.42,0.429,0.923,1.352,1,6,99,28,174,82,2.122,2011,3.3914158552676326,2
5757,36,1,34,220,371,7,14,14,65,371,79,360,113,23,0,9,0.593,0.579,0.97,1.549,23,7,71,2,145,208,0.697,2925,3.3916261367188563,2
5585,36,10,1,187,217,53,25,11,152,217,56,246,97,103,3,1,0.862,0.854,1.134,1.988,29,8,47,13,62,90,0.689,2222,3.419328409330624,2
5756,11,14,33,181,436,62,2,12,49,436,80,319,50,101,21,8,0.415,0.476,0.732,1.208,13,14,58,6,172,166,1.036,1012,3.3920144903760505,2
5755,32,11,13,242,698,86,40,8,51,698,1,335,29,0,6,2,0.347,0.414,0.48,0.894,9,12,56,17,56,165,0.339,1335,3.392156375447592,2
5587,49,9,17,229,244,69,9,10,52,244,17,347,61,80,25,5,0.939,0.923,1.422,2.345,17,0,75,8,173,56,3.089,1113,3.4186821866764854,2
5754,6,5,52,102,436,76,33,10,147,436,6,274,88,3,40,9,0.234,0.341,0.628,0.969,22,3,63,23,198,24,8.25,1650,3.392584424507634,2
5753,14,4,59,112,246,86,39,13,48,246,70,311,67,129,5,3,0.455,0.574,1.264,1.838,0,4,77,19,20,21,0.952,623,3.392769057214565,2
5752,1,20,4,212,705,84,7,11,126,705,40,265,24,78,48,1,0.301,0.37,0.376,0.746,24,4,25,10,30,108,0.278,1372,3.392900558723961,2
5751,55,3,32,207,290,66,6,2,101,290,89,364,0,37,13,7,0.714,0.763,1.255,2.018,29,5,90,15,79,39,2.026,423,3.3930236338817177,2
5750,53,4,38,227,329,21,40,7,12,329,35,402,84,118,24,0,0.69,0.695,1.222,1.917,20,8,95,9,74,112,0.661,2716,3.393061892815134,2
5759,38,11,41,137,157,8,19,13,85,157,129,320,66,74,5,2,0.873,0.815,2.038,2.853,9,14,90,7,1,122,0.008,398,3.3912257282419542,2
5749,1,8,27,248,746,51,37,3,126,746,38,346,46,118,33,3,0.332,0.374,0.464,0.838,10,2,36,14,47,42,1.119,681,3.3932542545179496,2
5747,45,6,38,105,199,21,4,1,162,199,44,276,113,81,28,9,0.528,0.57,1.387,1.957,2,13,89,6,78,5,15.6,1697,3.3934655018101703,2
5746,56,2,22,250,723,30,13,6,93,723,8,376,59,150,30,5,0.346,0.369,0.52,0.889,22,14,80,0,94,17,5.529,1580,3.3939526771607236,2
5745,12,8,29,252,491,41,22,0,134,491,92,367,19,146,0,1,0.513,0.551,0.747,1.298,9,13,49,12,198,160,1.238,1903,3.394047025266054,2
5744,1,13,13,232,557,85,37,2,48,557,121,298,31,48,13,6,0.417,0.492,0.535,1.027,28,7,27,8,116,182,0.637,544,3.3941803204247427,2
5743,47,4,11,218,324,36,16,0,12,324,114,306,121,125,6,3,0.673,0.706,0.944,1.65,13,8,62,17,177,97,1.825,1841,3.394268459614721,2
5588,27,16,15,178,735,15,20,14,30,735,94,282,98,152,10,6,0.242,0.253,0.384,0.637,2,2,58,26,74,118,0.627,1987,3.41818956383296,2
5742,25,10,29,111,635,97,11,13,60,635,92,243,40,46,33,5,0.175,0.279,0.383,0.662,5,6,64,12,106,120,0.883,65,3.3943039765167753,2
5589,18,5,36,106,243,117,26,6,2,243,91,242,104,146,14,7,0.436,0.609,0.996,1.605,5,13,59,3,160,135,1.185,1600,3.4180017088118073,2
5741,7,9,33,156,178,38,29,11,82,178,107,280,116,186,50,1,0.876,0.855,1.573,2.428,18,13,49,22,69,84,0.821,554,3.3943945581589325,2
5740,50,0,9,221,300,40,13,13,103,300,122,298,83,61,38,6,0.737,0.739,0.993,1.732,4,1,59,3,25,175,0.143,1458,3.3949850685453473,2
5739,46,18,4,229,645,91,5,12,29,645,16,323,1,177,38,10,0.355,0.428,0.501,0.929,0,12,68,11,17,131,0.13,2912,3.3950136167584306,2
5590,56,4,2,83,461,106,25,3,114,461,89,153,94,127,0,5,0.18,0.332,0.332,0.664,21,11,62,12,21,99,0.212,2266,3.41777107226702,2
5738,44,5,17,94,100,117,26,9,39,100,84,199,106,111,45,8,0.94,0.934,1.99,2.924,27,12,66,19,49,214,0.229,2254,3.3951344764557816,2
5748,30,0,1,208,711,115,36,14,76,711,97,241,52,133,8,3,0.293,0.385,0.339,0.724,19,10,31,12,167,151,1.106,2471,3.39342194234084,2
5760,27,19,36,128,508,13,27,8,151,508,78,301,23,42,46,0,0.252,0.267,0.593,0.86,6,8,82,9,103,113,0.912,2032,3.391123591015848,2
5761,50,18,34,140,413,5,2,0,47,413,140,328,29,91,1,8,0.339,0.347,0.794,1.141,14,3,102,0,98,163,0.601,1451,3.3910455120494,2
5762,10,14,41,188,224,29,37,7,104,224,144,349,13,28,42,0,0.839,0.835,1.558,2.393,21,6,65,9,33,62,0.532,1089,3.3910030517650487,2
5782,38,5,12,167,367,66,0,4,56,367,122,251,99,160,10,2,0.455,0.533,0.684,1.217,1,2,55,17,6,95,0.063,2954,3.3864718096836848,2
5572,42,13,9,257,698,93,28,3,8,698,3,352,21,109,29,5,0.368,0.441,0.504,0.945,13,13,64,11,130,68,1.912,2467,3.422078617769934,2
5781,2,4,21,220,734,86,6,5,6,734,79,293,105,113,39,6,0.3,0.371,0.399,0.77,15,6,27,21,140,181,0.773,2233,3.386593192507831,2
5780,14,13,8,93,116,81,21,15,130,116,142,157,98,126,35,1,0.802,0.821,1.353,2.174,4,9,35,22,105,104,1.01,1723,3.386783694853487,2
5779,39,4,10,241,286,26,20,11,111,286,35,318,121,139,6,1,0.843,0.827,1.112,1.939,12,15,53,25,52,205,0.254,2266,3.386999710627962,2
5778,58,13,33,157,561,25,8,11,111,561,14,340,29,127,30,0,0.28,0.305,0.606,0.911,23,5,104,11,141,2,70.5,2009,3.3872969825305304,2
5777,12,10,22,127,203,55,13,8,118,203,91,225,123,104,39,7,0.626,0.684,1.108,1.792,14,4,44,27,42,178,0.236,672,3.3875029546530446,2
5574,46,4,52,113,465,64,11,5,158,465,22,323,25,138,25,0,0.243,0.331,0.695,1.026,22,7,102,30,186,28,6.643,1422,3.4220108537857543,2
5776,48,3,53,121,158,104,0,11,85,158,15,334,25,124,8,10,0.766,0.824,2.114,2.938,12,15,104,14,71,147,0.483,1662,3.3879534792782,2
5575,26,6,41,156,597,101,23,8,104,597,13,317,21,34,45,2,0.261,0.364,0.531,0.895,30,10,73,25,0,127,0.0,1793,3.4218772162747597,2
5775,50,11,26,116,176,10,24,1,129,176,82,266,104,124,39,1,0.659,0.674,1.511,2.185,4,13,87,4,84,166,0.506,461,3.388028672936014,2
5774,49,14,28,94,120,96,30,14,156,120,31,255,3,193,5,4,0.783,0.826,2.125,2.951,27,11,91,21,20,165,0.121,1432,3.388087867976856,2
5576,53,10,15,111,602,0,28,15,121,602,132,229,95,192,38,4,0.184,0.18,0.38,0.56,17,1,78,16,176,154,1.143,850,3.4216297537352243,2
5773,43,12,47,155,655,3,31,9,78,655,93,363,17,129,5,1,0.237,0.237,0.554,0.791,19,12,102,0,197,39,5.051,2680,3.3880900156977454,2
5772,34,17,25,101,549,64,39,1,142,549,22,244,42,39,44,1,0.184,0.269,0.444,0.713,30,4,76,24,95,157,0.605,2174,3.3881532240488332,2
5771,41,17,25,181,303,7,26,7,4,303,57,331,108,159,45,7,0.597,0.593,1.092,1.685,1,12,83,18,4,162,0.025,3088,3.3886317189714505,2
5770,1,16,29,199,358,42,3,4,79,358,142,319,38,131,33,7,0.556,0.597,0.891,1.488,19,15,46,28,13,50,0.26,1535,3.3887972845380454,2
5769,15,12,54,107,733,54,21,3,17,733,78,308,60,70,42,6,0.146,0.204,0.42,0.624,29,1,81,7,124,182,0.681,3140,3.388999725265012,2
5577,35,10,27,258,357,106,34,1,2,357,14,394,7,154,46,8,0.723,0.784,1.104,1.888,27,10,72,8,43,165,0.261,1362,3.4215720993063896,2
5768,6,2,56,249,449,6,19,8,78,449,141,427,39,173,39,9,0.555,0.551,0.951,1.502,27,3,64,13,33,181,0.182,805,3.389269994342956,2
5578,29,6,50,173,557,22,31,10,59,557,82,364,61,70,36,1,0.311,0.331,0.654,0.985,19,8,85,1,48,116,0.414,3098,3.421285439998166,2
5767,58,10,46,171,322,34,26,6,89,322,40,387,4,2,14,6,0.531,0.566,1.202,1.768,24,10,114,26,118,140,0.843,1913,3.3896206285745922,2
5579,39,0,15,92,133,96,31,5,149,133,108,176,112,27,27,7,0.692,0.803,1.323,2.126,7,11,54,4,100,141,0.709,1589,3.4212123195687667,2
5766,16,20,6,177,225,66,16,8,153,225,88,251,31,113,26,8,0.787,0.813,1.116,1.929,22,8,42,25,173,184,0.94,2537,3.3898238781074466,2
5765,52,2,12,158,589,63,18,8,62,589,135,250,72,13,34,1,0.268,0.335,0.424,0.759,28,3,66,16,118,99,1.192,1461,3.3905972799464603,2
5580,11,9,18,228,303,83,11,14,125,303,111,311,16,150,7,9,0.752,0.777,1.026,1.803,22,2,38,7,30,117,0.256,1084,3.420954652012521,2
5764,31,6,55,256,407,72,1,14,11,407,2,464,0,63,5,9,0.629,0.665,1.14,1.805,12,12,92,5,153,112,1.366,1346,3.3906890280312068,2
5581,58,5,34,182,294,22,35,10,63,294,69,352,73,37,28,9,0.619,0.626,1.197,1.823,28,2,97,18,151,106,1.425,1049,3.4209365531101814,2
5763,11,5,6,249,463,99,8,3,9,463,44,288,123,84,27,1,0.538,0.616,0.622,1.238,4,1,22,16,110,206,0.534,1070,3.390785879317088,2
5784,33,9,31,261,413,40,13,1,41,413,46,405,42,40,46,9,0.632,0.663,0.981,1.644,9,15,73,11,129,199,0.648,547,3.3863108266385606,2
6574,4,20,45,189,206,5,5,10,79,206,143,368,1,112,4,2,0.917,0.878,1.786,2.664,21,10,69,4,79,2,39.5,564,3.2445013035797836,2
5503,60,7,6,260,619,62,12,10,18,619,93,352,21,178,45,9,0.42,0.466,0.569,1.035,28,12,73,12,64,30,2.133,2182,3.4315717715735867,2
6063,35,4,50,126,160,65,38,15,32,160,13,319,104,42,19,1,0.787,0.796,1.994,2.79,26,5,89,28,29,5,5.8,2536,3.3391811754692196,2
6394,28,7,8,251,281,48,32,0,25,281,115,317,81,138,39,2,0.893,0.909,1.128,2.037,12,10,43,30,90,128,0.703,3024,3.2833798871456326,2
6393,26,6,27,152,410,40,13,0,133,410,67,271,88,27,40,9,0.371,0.427,0.661,1.088,27,14,59,24,91,91,1.0,75,3.2837660616320505,2
6392,30,0,49,179,371,15,5,5,142,371,116,356,40,126,1,2,0.482,0.496,0.96,1.456,29,14,79,20,103,190,0.542,2732,3.2837694409475406,2
6391,30,1,56,132,254,116,1,8,78,254,10,332,23,76,38,1,0.52,0.656,1.307,1.963,29,12,87,29,2,112,0.018,714,3.28401468829175,2
6390,20,9,56,102,741,2,19,10,107,741,147,308,27,91,37,6,0.138,0.138,0.416,0.554,9,3,85,9,184,188,0.979,888,3.284061871832459,2
6389,11,19,13,160,307,87,11,8,86,307,44,248,50,147,15,1,0.521,0.614,0.808,1.422,13,3,43,22,49,134,0.366,2955,3.2841353908480846,2
6388,38,7,50,119,475,86,28,6,62,475,18,321,19,33,43,0,0.251,0.362,0.676,1.038,12,12,95,24,163,56,2.911,2621,3.2842845719729192,2
6387,57,2,17,170,432,0,34,7,117,432,94,282,103,55,47,5,0.394,0.387,0.653,1.04,0,11,76,10,58,33,1.758,1018,3.2845730995914852,2
6386,39,10,35,138,140,97,26,15,68,140,66,302,1,1,30,8,0.986,0.933,2.157,3.09,29,7,84,9,79,212,0.373,3202,3.284745463138078,2
6385,4,11,20,110,691,112,20,7,159,691,62,196,24,118,0,9,0.159,0.274,0.284,0.558,25,4,35,2,155,177,0.876,2571,3.2847914957142343,2
6384,10,18,21,126,377,49,8,4,109,377,79,235,75,49,8,10,0.334,0.407,0.623,1.03,5,14,49,25,168,20,8.4,2265,3.2848421680102207,2
6383,18,6,20,185,194,54,32,11,102,194,81,275,93,152,27,0,0.954,0.923,1.418,2.341,17,1,44,6,118,7,16.857,1960,3.284959291620179,2
6382,4,16,36,229,323,19,36,11,34,323,26,373,81,57,31,3,0.709,0.703,1.155,1.858,20,15,56,21,174,174,1.0,3286,3.2849765789643115,2
6395,36,19,9,182,585,66,22,3,89,585,38,283,9,11,12,10,0.311,0.379,0.484,0.863,0,12,64,14,194,13,14.923,723,3.2830428837360772,2
6381,32,5,20,166,603,48,34,10,109,603,120,268,43,94,0,7,0.275,0.324,0.444,0.768,7,1,57,19,56,155,0.361,1276,3.28520791277148,2
6379,27,18,21,185,207,71,17,10,83,207,16,311,29,134,49,10,0.894,0.889,1.502,2.391,15,7,66,18,40,108,0.37,407,3.2855715068589966,2
6378,22,9,33,225,311,52,4,7,86,311,72,364,20,1,1,9,0.723,0.749,1.17,1.919,17,5,64,30,76,116,0.655,1008,3.2858748839341545,2
6377,26,19,6,162,270,103,1,8,140,270,6,244,19,122,18,9,0.6,0.696,0.904,1.6,20,9,51,26,125,194,0.644,3001,3.2861223957885852,2
6376,48,9,12,172,276,94,32,9,60,276,74,274,24,173,37,2,0.623,0.702,0.993,1.695,25,3,69,24,133,21,6.333,2405,3.2865292190570847,2
6375,52,18,7,224,325,9,30,11,50,325,139,333,8,193,35,7,0.689,0.675,1.025,1.7,12,7,77,28,44,173,0.254,779,3.2865875623515954,2
6374,60,13,16,89,600,89,11,12,141,600,9,223,9,159,14,2,0.148,0.254,0.372,0.626,14,9,89,25,172,30,5.733,1341,3.2866937158527065,2
6373,24,0,24,188,649,26,0,13,55,649,130,284,112,110,7,1,0.29,0.311,0.438,0.749,18,1,48,0,82,219,0.374,159,3.2869019550804683,2
6372,4,4,4,184,425,92,1,8,49,425,126,208,122,155,46,2,0.433,0.526,0.489,1.015,6,15,12,22,6,145,0.041,140,3.2869267275093432,2
6371,59,15,21,213,671,5,37,4,23,671,30,365,41,154,7,5,0.317,0.321,0.544,0.865,21,3,95,3,32,218,0.147,839,3.2870012510087294,2
6370,48,0,2,194,634,102,10,9,82,634,60,248,56,92,50,3,0.306,0.397,0.391,0.788,3,11,50,6,174,208,0.837,1738,3.2870390580898934,2
6369,17,18,17,196,240,63,30,15,23,240,96,300,39,147,47,6,0.817,0.814,1.25,2.064,4,2,52,23,16,36,0.444,2468,3.2874709125779775,2
6368,48,3,40,100,514,9,9,13,138,514,75,274,88,14,40,9,0.195,0.203,0.533,0.736,10,3,91,21,45,86,0.523,1271,3.2875513665315688,2
6367,28,19,9,148,435,60,11,4,74,435,55,241,66,65,8,1,0.34,0.417,0.554,0.971,0,3,56,2,174,104,1.673,2014,3.287593059692756,2
6380,58,8,22,150,580,46,0,5,73,580,84,290,36,91,20,4,0.259,0.311,0.5,0.811,8,15,88,15,85,84,1.012,1201,3.2853472477489607,2
6366,31,15,20,120,678,97,0,15,65,678,33,241,27,36,33,6,0.177,0.275,0.355,0.63,5,0,66,8,171,92,1.859,1711,3.287797466443669,2
6397,1,11,22,123,625,87,33,10,134,625,74,212,51,174,45,2,0.197,0.291,0.339,0.63,19,10,34,24,139,170,0.818,914,3.282058568801084,2
6400,6,5,4,251,358,73,9,12,78,358,66,279,105,75,8,3,0.701,0.731,0.779,1.51,16,12,15,14,189,146,1.295,2219,3.281625340982099,2
6430,4,13,5,212,429,52,0,13,143,429,37,257,90,118,3,4,0.494,0.534,0.599,1.133,16,14,22,18,1,8,0.125,465,3.275851424151675,2
6429,43,4,54,163,730,59,32,3,18,730,11,376,27,5,46,8,0.223,0.28,0.515,0.795,24,15,101,22,152,126,1.206,2186,3.276069644915586,2
6428,42,6,33,115,354,85,35,1,94,354,20,268,58,47,6,5,0.325,0.455,0.757,1.212,21,9,81,15,177,218,0.812,1876,3.276419338606005,2
6427,6,17,40,87,93,60,26,3,57,93,135,247,63,176,18,2,0.935,0.942,2.656,3.598,19,7,63,6,48,14,3.429,1181,3.27664298359664,2
6426,4,4,6,196,588,97,36,9,85,588,66,226,96,141,25,3,0.333,0.422,0.384,0.806,21,4,14,29,128,164,0.78,411,3.276671901474036,2
6425,34,11,8,125,355,91,31,14,73,355,91,205,60,7,34,8,0.352,0.47,0.577,1.047,23,7,53,4,34,53,0.642,2425,3.276941393385858,2
6423,16,5,40,184,369,9,34,15,93,369,33,330,120,88,28,7,0.499,0.491,0.894,1.385,25,10,61,23,169,212,0.797,1400,3.2771675752541576,2
6422,38,6,33,163,703,44,33,3,121,703,18,312,44,196,23,2,0.232,0.276,0.444,0.72,7,3,77,27,184,155,1.187,1529,3.2774677033266206,2
6421,29,11,13,141,347,63,14,1,92,347,26,231,115,87,17,10,0.406,0.496,0.666,1.162,27,1,53,7,62,166,0.373,1517,3.277476105181864,2
6420,43,11,28,146,461,42,18,10,147,461,15,295,37,108,6,9,0.317,0.366,0.64,1.006,25,9,82,11,137,68,2.015,2419,3.27748186062127,2
6419,1,16,32,159,414,76,3,9,59,414,81,288,36,74,38,9,0.384,0.471,0.696,1.167,25,3,49,28,147,98,1.5,1750,3.277487300182524,2
6417,52,6,22,91,681,94,25,3,46,681,20,221,79,126,10,3,0.134,0.238,0.325,0.563,10,13,80,21,3,148,0.02,3182,3.2774980942012126,2
6416,14,18,54,95,400,12,10,7,148,400,39,307,45,110,43,10,0.237,0.255,0.767,1.022,10,1,86,22,109,26,4.192,1641,3.278043580514045,2
6399,13,0,28,232,486,100,36,7,99,486,58,329,22,89,41,8,0.477,0.56,0.677,1.237,12,10,41,16,77,164,0.47,2354,3.28170757778564,2
6415,43,19,12,131,664,95,32,5,49,664,12,248,15,135,17,7,0.197,0.296,0.373,0.669,6,3,74,14,63,114,0.553,2217,3.278252942142275,2
6413,15,12,3,93,749,106,19,12,58,749,113,141,79,128,10,4,0.124,0.23,0.188,0.418,25,4,30,27,73,4,18.25,2642,3.278950131494689,2
6412,32,3,4,258,509,68,19,12,82,509,53,308,64,11,40,8,0.507,0.553,0.605,1.158,23,13,39,20,109,181,0.602,2254,3.2789577299390165,2
6411,7,5,42,172,431,62,3,8,67,431,133,315,40,99,6,6,0.399,0.467,0.731,1.198,14,5,54,13,24,122,0.197,3119,3.2789742423962136,2
6410,27,12,9,146,397,100,11,4,81,397,48,224,64,119,44,2,0.368,0.491,0.564,1.055,26,0,48,20,17,44,0.386,1197,3.2790911367552664,2
6409,40,8,6,76,579,78,5,9,90,579,55,150,128,165,8,2,0.131,0.231,0.259,0.49,13,15,54,28,51,215,0.237,2063,3.279267042937924,2
6408,35,4,46,120,576,17,5,7,90,576,62,301,95,80,46,1,0.208,0.228,0.523,0.751,28,5,85,18,45,126,0.357,1805,3.279593331813918,2
6407,27,8,6,180,625,87,6,14,19,625,13,241,118,20,11,7,0.288,0.368,0.386,0.754,29,5,41,18,189,50,3.78,1126,3.2799415973501436,2
6406,22,11,25,122,133,81,32,8,41,133,112,241,74,129,28,4,0.917,0.914,1.812,2.726,10,14,58,13,9,145,0.062,206,3.2804325407957085,2
6405,2,10,60,91,286,72,4,10,32,286,29,293,100,121,3,8,0.318,0.443,1.024,1.467,3,2,72,28,106,178,0.596,1921,3.2804934842511755,2
6404,4,10,26,208,393,67,5,4,71,393,80,310,57,15,29,2,0.529,0.593,0.789,1.382,18,5,40,24,109,94,1.16,2686,3.2806129773405033,2
6403,44,5,38,100,283,86,27,15,80,283,30,268,58,119,2,8,0.353,0.484,0.947,1.431,30,1,87,6,113,102,1.108,1747,3.2811911397569986,2
6402,42,0,41,142,370,34,3,10,141,370,72,307,65,175,50,5,0.384,0.425,0.83,1.255,25,11,83,9,7,26,0.269,1074,3.2813301593520205,2
6401,4,16,29,118,521,64,8,8,107,521,10,241,90,189,13,9,0.226,0.307,0.463,0.77,7,11,49,17,157,103,1.524,722,3.281565422484216,2
6414,39,5,11,177,179,18,9,7,161,179,59,259,124,131,2,3,0.989,0.956,1.447,2.403,6,9,55,19,55,211,0.261,3101,3.2788516222816946,2
6364,59,0,18,191,288,48,20,9,50,288,70,304,94,144,12,8,0.663,0.693,1.056,1.749,19,1,77,17,40,32,1.25,1005,3.288143696304471,2
